id,coordinates
89877,"38.2788276672363,-122.680625915527"
16094,"38.714055,-120.840206"
86952,"37.971249,-122.061505"
8658,"37.675108,-121.874707"
69558,"37.657955,-121.898177"
16799,"34.241008,-118.267555"
15054,"40.576487,-122.385233"
16835,"37.484463,-122.230466"
16318,"38.741973,-121.228587"
11495,"38.777420861136,-121.2912916096"
13086,"38.731098,-121.271264"
14795,"38.794124,-121.330303"
13798,"38.567884,-121.485862"
13681,"38.571675,-121.464765"
9339,"36.69911,-121.620617"
15789,"37.98062,-122.564458"
15599,"33.595657436356,-117.2417561185"
11472,"37.766586,-122.409411"
12356,"37.776789,-122.393907"
11053,"37.769007,-122.427668"
15056,"37.26688,-121.83305"
9719,"37.252662,-121.908205"
14881,"37.773322,-121.976363"
16317,"37.345384,-121.936551"
18596,"38.450545,-122.691217"
14235,"38.463105,-122.717209"
16933,"38.40457,-122.826896"
10745,"33.108862,-117.105691"
10877,"37.972953,-120.367412"
9337,"38.00871,-121.321242"
19307,"37.365901,-122.032367"
10495,"40.410362,-120.636483"
14725,"37.740118,-121.450111"
13951,"38.362781,-121.962717"
13693,"37.925948,-122.015353"
12743,"37.898131,-122.056855"
11888,"37.928286430874,-122.039530617"
7808,"36.659144,-121.646461"
9451,"34.107541,-118.023491"
1005893,"32.7294502258301,-117.19921875"
116466,"37.4027786254883,-122.112281799316"
8811,"37.506516,-122.260987"
9767,"37.323664,-121.913973"
12164,"33.458829,-117.651373"
16412,"32.70753,-117.163801"
14044,"32.70753,-117.163801"
12410,"32.706319,-117.160637"
8816,"34.106436,-117.826072"
14865,"33.0218238830566,-117.282066345215"
11998,"35.47559,-120.656516"
12417,"37.300556,-121.771908"
10027,"34.371933,-118.51632"
8229,"34.186849,-118.317872"
11299,"34.062997,-118.089994"
113977,"35.3830642700195,-119.018775939941"
17603,"33.497798,-117.662067"
16028,"35.279851,-120.661729"
8104,"38.122266,-122.602929"
18426,"34.122528,-118.105267"
11715,"37.562891,-122.324003"
15460,"38.571603,-121.48787"
15071,"35.318816,-119.090161"
6565,"37.965438,-122.34454"
12474,"37.901321,-122.299702"
11078,"38.0133,-122.2756"
8902,"37.928679,-122.321303"
1008982,"37.9614486694336,-122.326843261719"
12667,"37.954235105019,-122.33193937427"
16551,"37.973292,-122.528379"
1005496,"32.7294502258301,-117.19921875"
11411,"32.729509,-117.195826"
12312,"32.729509,-117.195826"
9749,"35.38219,-119.146356"
12119,"34.048222,-118.49122"
1006645,"34.4266624450684,-118.425254821777"
17874,"33.699844,-117.739897"
1005887,"37.9441184997559,-121.739410400391"
17930,"33.77400291392,-116.997747"
18431,"37.793628,-122.401388"
14591,"33.852073,-117.788221"
91221,"34.0769729614258,-118.039833068848"
15262,"37.351794,-121.967752"
11582,"36.973927,-122.02641"
16430,"33.924898,-116.945077"
17875,"37.230309,-121.979745"
16486,"33.6531,-117.5912"
10217,"34.032728,-118.47534"
15200,"34.091007,-118.361711"
12058,"34.090396,-118.344296"
15441,"34.047554,-118.445226"
13311,"34.040344,-118.463325"
15267,"38.440994,-122.712029"
10031,"38.41244,-122.712924"
18378,"38.417403,-122.712647"
13291,"33.611154,-114.604381"
16703,"38.439752,-122.717512"
11905,"37.238103,-121.830937"
9192,"37.320945,-121.949126"
14622,"37.25872,-122.032324"
1007021,"37.319881439209,-121.973083496094"
16646,"37.544599,-122.292783"
7908,"37.308665,-121.97792"
8261,"34.207734,-118.509609"
15799,"37.854912,-122.479229"
9791,"34.17147,-119.177138"
16614,"33.910063,-117.865477"
9173,"32.935523,-117.099187"
12977,"32.771433,-117.069722"
14116,"32.772279,-117.071411"
18258,"33.759595,-118.077575"
11811,"33.782106,-118.071574"
6559,"33.956091,-118.395951"
13835,"33.826438,-118.359426"
15532,"33.807957,-118.272805"
11627,"33.922874,-118.395938"
9729,"34.234621,-118.467262"
16101,"34.160118,-118.344731"
15788,"34.153629,-118.465792"
15167,"33.809793,-118.290023"
113207,"34.0068740844727,-118.412544250488"
8972,"37.667694,-122.468413"
14343,"37.785789,-122.396738"
113925,"37.615650177002,-122.388954162598"
10905,"37.62261,-122.37804"
20217,"37.62261,-122.37804"
9420,"37.423791,-122.198047"
11754,"36.808216,-119.84682"
9385,"34.144144,-118.700251"
12057,"36.808735,-119.7822"
13433,"36.80866,-119.74071"
90093,"36.8083381652832,-119.828384399414"
9805,"33.946424,-118.39094"
10725,"34.201057,-118.406906"
15794,"34.15097,-118.452183"
14071,"34.201435,-118.46818"
16682,"36.77992,-119.78749"
1006949,"38.5273323059082,-122.78865814209"
12060,"34.241742,-118.559086"
13249,"32.976897,-117.089143"
16529,"36.849271,-119.790638"
9908,"36.847888,-119.790298"
14899,"37.881263,-122.525292"
7373,"37.415752,-122.077698"
17714,"36.517883,-119.557381"
9502,"34.049053,-117.43525"
15905,"34.162443,-118.052837"
17607,"34.150141,-118.078959"
16422,"36.807985,-119.696469"
11906,"37.288228800556,-121.78117543173"
11365,"33.80777,-118.272137"
16476,"38.323901,-122.286952"
19031,"37.363686,-121.922408"
19035,"37.363686,-121.922408"
18802,"37.370217,-121.929799"
15060,"33.975382,-118.124311"
8258,"33.988944,-118.213774"
18517,"38.693416590854,-121.58978857455"
68316,"38.693405,-121.592086"
68202,"33.680456,-117.860313"
68203,"33.680456,-117.860313"
11846,"34.001113,-117.734389"
69679,"33.680456,-117.860313"
10903,"32.677531,-117.116188"
16795,"32.995066,-117.258915"
12168,"37.891466,-122.279956"
15053,"38.2586,-122.053911"
7661,"38.000278,-121.842272"
15627,"36.873579,-119.741062"
15015,"38.12137,-122.256605"
12663,"38.299584,-122.475516"
7577,"38.268848,-122.643075"
1005374,"38.5773468017578,-121.485740661621"
13257,"33.961715,-117.695334"
9342,"37.972831,-120.367004"
14483,"36.976565,-121.900224"
16582,"32.893661,-117.203219"
12116,"38.283218,-122.27498"
12221,"33.858028,-118.115698"
16278,"33.872408,-118.352069"
12049,"33.857939,-118.303084"
16545,"34.064848,-118.39889"
11623,"38.911273,-120.0039"
13356,"34.114763,-118.150166"
13292,"33.843499,-117.574392"
18421,"37.791166,-122.391842"
9876,"33.6527,-117.7507"
17615,"32.75159,-117.20618"
1007185,"33.8101844787598,-118.105529785156"
14013,"33.758317,-118.02434"
12993,"39.198697,-120.234189"
70013,"39.198697,-120.234189"
11310,"33.803638,-117.887171"
13880,"38.814663,-121.25673"
89673,"38.7956733703613,-121.26554107666"
14876,"33.84696,-117.54253"
14080,"37.44362,-122.17187"
1007168,"33.8103218078613,-117.918014526367"
14368,"34.417503,-119.696805"
7609,"33.802929,-116.971709"
8366,"34.424072,-119.70577"
12154,"33.87548,-117.88988"
92307,"33.8506126403809,-117.888854980469"
13869,"33.79586,-118.10801"
12511,"33.729605,-116.972096"
9275,"37.32246,-121.994053"
16189,"33.475135,-117.684981"
14438,"37.52015,-121.990941"
9195,"35.355931,-119.061391"
11788,"38.559076,-121.46164"
16533,"32.808545,-117.115236"
16142,"37.695272,-121.928366"
9270,"37.727988,-122.476616"
17937,"38.427646,-122.741065"
15576,"38.407612,-122.741228"
8463,"37.33939,-121.842293"
9461,"37.35749,-121.818032"
11354,"33.131787,-117.059729"
15273,"37.898076291067,-122.51483039804"
15259,"34.143206,-118.397337"
15684,"34.15036,-117.47201"
16285,"33.812775,-116.544477"
16035,"37.356357,-122.017305"
17894,"38.729007,-121.271053"
16407,"38.663196,-121.27262"
14241,"33.817245,-116.529554"
11634,"38.58899,-121.265953"
1005543,"38.6133422851563,-121.270492553711"
11453,"33.372594,-117.254825"
11902,"36.835966,-121.390854"
18591,"34.09777,-118.365224"
9353,"34.097411,-118.322485"
11568,"34.09815,-118.343507"
9522,"38.246331,-122.020115"
11156,"34.077148,-118.264722"
1007094,"34.044864654541,-118.551605224609"
1007064,"34.0978355407715,-118.326438903809"
16065,"38.810294,-121.283086"
9649,"34.098113,-118.310712"
9667,"33.72959,-117.95488"
13332,"34.0957,-118.372111"
15661,"37.967962,-122.060756"
7291,"37.3397,-120.5946"
10676,"34.426812175663,-117.37685456446"
10679,"33.740551,-116.216688"
10674,"33.680035,-117.17539"
7635,"33.938059002434,-117.18970412575"
7289,"34.577765,-118.044394"
6493,"36.225523,-119.315333"
7634,"34.528091,-117.222654"
8867,"33.891129,-117.873377"
1006085,"33.1178131103516,-117.119537353516"
89974,"34.0533790588379,-118.253479003906"
9849,"34.47033,-117.292558"
91391,"32.7059860229492,-117.00936126709"
15705,"32.661118,-117.080094"
66438,"37.808247,-121.990989"
11456,"34.279343,-118.743325"
9906,"33.16281,-117.218571"
9168,"34.170689,-118.569989"
12475,"34.187712,-118.553726"
15748,"34.128663,-117.864773"
7298,"38.670107,-121.724246"
1006169,"34.0906944274902,-118.344078063965"
1006018,"37.7799034118652,-122.282180786133"
11587,"37.883533,-122.307753"
68204,"34.091465,-118.13624"
88962,"33.571734,-117.707334"
7297,"33.830864,-117.941993"
14366,"34.468291,-117.243081"
89885,"38.9425048828125,-121.09302520752"
19213,"34.13567,-117.907499"
11887,"33.679695,-118.003601"
19219,"35.339372,-119.035216"
20193,"35.383656,-119.10317"
10821,"35.349094,-119.12373"
10785,"38.672896,-121.274145"
11004,"33.918,-117.88743"
9474,"33.858712,-117.99966"
68155,"34.191654,-118.32995"
14345,"34.217168,-119.073141"
89778,"36.9757995605469,-121.96501159668"
8464,"33.843971,-118.263345"
8147,"32.711361,-117.155362"
9174,"36.808711,-119.71271"
11501,"33.67712,-117.986912"
7466,"33.808784,-118.286285"
1005935,"33.858470916748,-118.087982177734"
9804,"33.99916,-117.71948"
9471,"36.837664,-119.725677"
18807,"37.673175,-122.466381"
18064,"33.879794,-118.21946"
65467,"33.683138,-117.917195"
9831,"33.98533,-118.395724"
9312,"34.000768,-118.394531"
7221,"37.323966,-122.036422"
9700,"33.68256,-117.815759"
10925,"38.556313,-121.6962"
9971,"34.004565,-117.821656"
68320,"37.705553,-121.873534"
89240,"32.8181533813477,-115.569976806641"
18212,"38.650083,-121.062401"
8307,"38.426674,-121.415607"
20220,"33.06775,-117.26256"
66229,"33.11375,-117.099766"
91892,"33.0681381225586,-117.065155029297"
14178,"40.805569,-124.144039"
13289,"33.896981,-118.007925"
18372,"38.671481,-121.152948"
16147,"34.150635,-117.47096"
14454,"33.686073,-117.672455"
87038,"37.502119,-121.97081"
1007502,"36.8402557373047,-119.910675048828"
1005918,"33.8774337768555,-117.963432312012"
7258,"33.886691,-118.316845"
7640,"34.14359,-118.258064"
18210,"34.272224,-118.50414"
14188,"36.323627,-119.675863"
9816,"33.686121,-117.366687"
10681,"33.924167684832,-118.32574509547"
9973,"37.668181,-122.119826"
9405,"33.746005,-117.009022"
18401,"36.835453,-121.3896"
9476,"33.671225,-117.955725"
68195,"33.947296,-118.333168"
1005921,"33.6861305236816,-117.811584472656"
7259,"33.650474,-117.745136"
7636,"33.699999,-117.827352"
114059,"34.0752601623535,-118.37557220459"
11326,"32.743703,-117.04525"
91889,"34.0488891601563,-118.260314941406"
7296,"33.915876,-117.957592"
14187,"33.708557,-116.290081"
10330,"34.109734,-117.759688"
89774,"34.0630187988281,-118.443962097168"
9975,"33.689093618153,-117.34225768633"
7293,"37.8153,-121.2908"
9978,"38.871076,-121.302749"
13771,"37.701288,-121.746392"
14462,"38.11734,-121.303387"
11168,"33.789009,-118.318134"
10678,"33.877283,-118.165991"
7639,"33.816645,-118.181948"
68321,"34.142155,-118.22339"
7848,"34.023407,-118.373792"
7299,"37.056733,-120.871953"
14884,"33.888348,-118.395121"
6492,"36.667764,-121.810838"
9526,"33.975962,-117.555327"
7479,"33.6101,-117.66689"
65466,"33.606372,-117.688633"
18489,"33.992984,-118.445567"
12751,"37.687084,-121.05644"
8462,"37.713163959447,-120.95261757427"
7633,"37.157381,-121.654211"
9992,"33.599449,-117.175969"
16832,"38.322555,-122.307872"
113720,"38.2819938659668,-122.276504516602"
7295,"32.657178,-117.066548"
9250,"33.900963,-117.56271"
9202,"36.847176,-119.79068"
7040,"34.188116,-118.371356"
9109,"32.91548,-117.121943"
15059,"38.05169,-121.372978"
9480,"34.233912,-118.502537"
35538,"33.926086,-118.106735"
52016,"38.090036,-122.555624"
20033,"37.82892,-122.289904"
17370,"34.07568,-117.561429"
63178,"34.234354,-119.179804"
12671,"33.724546,-116.399411"
52014,"34.146828,-118.084137"
13770,"34.146821,-118.134529"
11248,"33.600186,-117.677954"
8633,"35.584284,-120.696994"
1005434,"38.2437438964844,-122.630867004395"
11370,"37.990665,-122.30719"
52078,"37.978933,-122.066449"
1006017,"34.0272979736328,-117.771812438965"
10680,"36.079281,-119.040952"
89236,"32.9803466796875,-117.060607910156"
11005,"38.594513,-121.284294"
66299,"34.106716,-117.57397"
10773,"32.738679,-116.938933"
16329,"33.179277,-117.297223"
8305,"33.64327,-117.59675"
14471,"34.072403,-117.20757"
9479,"33.869071,-118.357302"
14179,"37.474094,-122.21832"
7294,"37.932497,-122.327323"
68572,"33.948276,-117.382459"
1007734,"38.7916564941406,-121.240295410156"
16804,"38.348743,-122.72053"
1006188,"34.0745506286621,-118.072975158691"
20148,"38.896069,-122.3522"
15893,"37.78598,-122.439827"
14873,"33.803315,-117.837703"
18614,"38.746032,-121.254945"
14000,"33.991982,-117.919"
7050,"38.640904,-121.498792"
20222,"38.562763,-121.49852"
17371,"38.551115,-121.535248"
11070,"36.714523,-121.652866"
7109,"37.635972,-122.41878"
68199,"33.464443,-117.60344"
65858,"32.752268,-117.211677"
66376,"32.911241,-117.145874"
14732,"33.786961,-117.804195"
10677,"32.82193,-117.179085"
63174,"32.766956,-117.15124"
18161,"34.104018,-117.823645"
65800,"37.374207,-121.844912"
7049,"37.339363,-121.90456"
12647,"37.30775,-121.812636"
19212,"37.416418,-121.955911"
14176,"37.252217,-121.86046"
8470,"37.339636,-121.840726"
18211,"37.305054,-121.862934"
12424,"34.211885,-119.194687"
1008951,"37.2453689575195,-121.803840637207"
63312,"35.252819,-120.687927"
8629,"37.559085,-122.283687"
10682,"33.760448,-118.293303"
1006016,"37.9518547058105,-122.492874145508"
9249,"37.761879,-121.963884"
7152,"36.620892,-121.843143"
14442,"33.761397,-117.888102"
52114,"33.703617,-117.88576"
10857,"34.4482,-118.4214"
12672,"33.84512,-116.52858"
9633,"38.420685317523,-122.713326"
92309,"37.7846832275391,-122.403923034668"
1006015,"37.7820739746094,-122.447082519531"
19217,"34.272928,-118.799611"
52080,"33.949024,-118.16615"
18705,"37.37492,-122.03474"
7593,"34.190914,-118.934545"
9518,"37.757544,-121.459625"
16146,"34.132977,-117.640653"
14185,"38.360935,-121.962122"
8302,"34.585592,-118.149037"
13714,"34.420486,-118.561716"
68742,"34.17416,-118.46633"
1006180,"34.2132377624512,-118.459106445313"
6542,"34.269925,-119.249045"
10675,"36.359008693441,-119.29630228322"
9990,"33.132837,-117.227901"
18119,"33.170235,-117.21476"
6459,"37.904574,-122.064362"
7746,"36.91527,-121.774319"
7803,"34.073035,-117.885376"
14129,"35.616623667355,-120.680697"
6543,"34.033373,-117.912013"
1006427,"34.1912498474121,-118.62336730957"
1007499,"34.1816558837891,-118.820137023926"
7638,"33.745673,-118.012066"
8466,"33.942956,-117.996558"
14344,"34.167251,-118.584929"
9977,"34.191951873752,-118.60379556296"
9720,"39.145945,-121.632596"
14046,"34.063236,-117.43431"
12306,"37.369269,-121.920357"
8052,"33.038917,-116.876715"
1005938,"32.9665145874023,-117.089706420898"
10814,"35.034718,-120.48607"
17354,"35.131291,-118.466936"
1007286,"37.8560066223145,-122.25951385498"
11348,"34.277922,-119.212349"
13834,"32.628554,-117.040778"
15998,"34.259964,-119.234842"
11814,"34.26323,-119.22585"
7798,"36.84448,-119.666022"
12462,"34.041683,-117.798355"
12813,"34.048971,-117.171479"
8810,"38.007957,-122.54743"
9226,"38.249456,-122.03443"
1005882,"37.3444366455078,-121.932647705078"
13320,"34.074577,-118.376269"
12061,"33.780298970706,-117.890519"
116297,"34.2406845092773,-119.178932189941"
16846,"34.050095,-118.253138"
17767,"37.972081997961,-120.36528316006"
8675,"35.340185,-119.101796"
1006792,"37.9021263122559,-122.064979553223"
9219,"35.605773,-117.674374"
1005345,"34.1835327148438,-118.887367248535"
8469,"37.635972,-122.41878"
15253,"37.930371,-122.514578"
7166,"37.787362,-122.403182"
9024,"34.018384,-118.498912"
11827,"37.529733,-122.038273"
116305,"34.1787986755371,-118.85814666748"
16788,"32.822289,-117.101763"
17870,"37.768227,-122.232459"
18130,"34.069474,-117.261565"
11369,"33.89015,-117.323113"
12177,"34.152513,-118.345785"
18669,"34.157158,-118.605497"
14850,"34.250758,-118.606281"
16032,"34.192450079559,-118.60333438455"
11442,"40.71628,-122.926094"
18547,"33.837151,-118.355389"
14078,"33.841313,-118.285423"
8741,"33.803235,-118.328188"
90182,"32.8425636291504,-117.272277832031"
15258,"38.618526,-121.400901"
15993,"37.652198,-122.402008"
16641,"34.135097,-117.557228"
69034,"37.927435,-122.516493"
14451,"37.761411,-121.434439"
65669,"37.71184,-121.434607"
8157,"38.371170816296,-120.79959257963"
18142,"37.66453,-122.445493"
6700,"38.269688,-121.94847"
66363,"37.883143,-122.055785"
90069,"37.424129486084,-122.170860290527"
9015,"38.632086,-121.220199"
90142,"34.0217971801758,-118.281936645508"
16130,"34.10709,-117.611372"
12127,"39.327227,-120.205579"
11293,"34.283939,-118.440928"
12820,"38.640494,-121.510085"
17264,"34.157886,-118.378736"
14072,"36.74345,-119.773539"
14642,"37.322353,-121.825059"
18422,"33.74527,-117.817426"
12151,"33.760002,-117.828939"
11346,"33.854144,-117.836905"
15439,"33.823198,-117.835717"
89876,"34.8642616271973,-118.177017211914"
15464,"33.13145,-117.165048"
68197,"38.539857,-121.752102"
10845,"38.5406,-121.748159"
18358,"37.825555,-121.236307"
10742,"37.796617,-121.235314"
20070,"34.05507,-118.232759"
11720,"37.797642,-122.430404"
8858,"34.136296,-118.353108"
1009000,"34.1407623291016,-118.356750488281"
15533,"34.166958,-117.331482"
13278,"33.442863,-117.614167"
11308,"33.975959,-117.337276"
16279,"32.748739,-117.152304"
17030,"32.749531,-117.15378"
10673,"37.44675,-122.160561"
9845,"33.648479,-117.841188"
16737,"32.873564628153,-117.210535"
10564,"34.953261,-120.415986"
11158,"38.364482,-121.962957"
1008984,"38.3670768737793,-121.953269958496"
7880,"39.275057045179,-120.1197717783"
11519,"33.456531200446,-117.60334795218"
12167,"34.403266,-118.551965"
14036,"34.408,-118.579233"
17691,"33.909572,-117.852766"
16385,"34.41282198434,-118.562002"
12824,"34.413101,-118.559299"
16534,"34.391473,-118.573479"
12659,"34.078844,-118.114595"
12691,"34.063158,-118.01938"
13867,"34.02757,-117.836501"
1005936,"34.0097885131836,-117.859504699707"
16596,"32.980658,-117.249243"
11839,"37.325444,-121.944953"
11466,"33.132659,-117.061845"
8260,"33.88773,-118.029256"
9506,"33.816449,-118.029272"
6826,"33.848008,-118.028058"
87276,"33.781855,-118.02945"
9959,"33.945363,-117.454369"
10720,"33.882396,-117.36836"
14704,"37.790268,-122.422062"
7779,"34.214563,-118.448472"
12545,"32.961081,-117.153857"
18490,"33.759695,-116.297668"
14399,"37.717917,-121.724552"
13312,"34.027136,-118.392767"
9428,"34.188004,-118.912149"
12156,"34.14468,-118.412371"
11096,"34.147821,-118.42818"
1006924,"34.1668128967285,-118.588470458984"
9164,"34.152714,-118.460494"
10212,"34.168607,-118.615841"
8630,"34.425001,-119.288544"
13293,"34.099194,-117.81401"
18502,"34.140206,-118.368408"
65807,"34.17055,-118.54045"
6360,"34.17288,-118.556496"
16816,"34.205384,-118.218476"
7240,"34.215782,-119.00426"
1005414,"34.1680030822754,-118.32194519043"
15113,"34.10194,-118.291464"
1007346,"34.061695098877,-118.291381835938"
12066,"37.489713,-122.22469"
1007114,"32.9815521240234,-117.251258850098"
15009,"34.917878,-120.434784"
16821,"33.618677,-117.930157"
14076,"34.404578,-118.46651"
12493,"34.11209,-117.533461"
15954,"34.261863,-119.211839"
14702,"34.187879,-118.599373"
16915,"34.186449,-118.413449"
12448,"34.1914939880371,-118.328926086426"
16553,"34.17981,-118.877042"
16559,"33.159132,-117.351435"
14221,"34.068345,-117.927239"
1006217,"34.0065841674805,-118.475860595703"
16392,"38.609179,-122.871796"
7662,"34.064119,-117.610588"
15548,"34.027047,-117.611381"
11948,"38.091182,-122.554973"
16182,"37.688724431337,-121.05396069551"
12121,"37.679099,-121.778023"
11583,"37.958098,-122.093512"
1005631,"36.3115921020508,-119.315124511719"
12664,"33.219364,-117.225763"
10726,"33.844927,-116.47725"
68129,"33.760641,-117.88562"
11251,"34.272754,-118.692666"
13724,"33.200923,-117.244317"
90540,"33.6979331970215,-117.833930969238"
7483,"35.400251,-119.09087"
7541,"32.979995,-115.548899"
18049,"32.639253,-117.05091"
7444,"32.798887,-115.571578"
18371,"35.617706,-118.47757"
10783,"33.759776,-118.147131"
18050,"33.790551,-118.137446"
10593,"33.743727,-118.100435"
14878,"34.260879,-118.794982"
9991,"34.083722,-118.386627"
15144,"34.132925,-118.066385"
8465,"35.340185,-119.101796"
8649,"32.660509,-117.033947"
10964,"34.218145,-118.607022"
16652,"33.182539,-117.326274"
8878,"32.823878,-116.903352"
8639,"32.77879,-116.956831"
9981,"36.865864,-119.75707"
17766,"34.128838,-118.258095"
13285,"33.51361,-117.75403"
18065,"33.733373,-117.761494"
10597,"34.116526,-117.774863"
17130,"33.54666,-117.793538"
8056,"33.660534,-117.293728"
14600,"33.835137,-118.115422"
10807,"34.020761,-118.810042"
14717,"37.635302,-118.966267"
6875,"33.985192,-118.439397"
9449,"34.267788,-118.899173"
9902,"34.18851,-119.221703"
94435,"35.145450592041,-119.466697692871"
10915,"33.792342,-116.494369"
7203,"34.060161,-117.181456"
14478,"33.892834,-118.362248"
7278,"32.862504,-117.223711"
8648,"32.818351,-117.179035"
1006056,"32.5830726623535,-117.032585144043"
10329,"32.830364,-117.104045"
18701,"32.762177,-117.06535"
14531,"32.763963,-117.114532"
18344,"32.792321,-117.09646"
16108,"33.509906,-117.127032"
6815,"32.736887341475,-117.220683"
8637,"33.732889232613,-118.29325723041"
9400,"33.698351,-117.886942"
8013,"34.02775,-118.500081"
14477,"34.344157,-119.080696"
7852,"33.7712,-117.48209"
7964,"34.201648,-118.867262"
14639,"34.259272,-118.301617"
7257,"34.281957,-119.302375"
17735,"34.264416,-119.214119"
15143,"33.481918,-117.100519"
12881,"34.277289,-119.212729"
14640,"33.941095,-117.99423"
18285,"34.035183,-117.070204"
17741,"34.13639,-118.189348"
9402,"34.153341,-118.758626"
13695,"33.851276,-117.79226"
8185,"33.86757,-117.75636"
7809,"35.355039,-119.065006"
12744,"34.25092,-116.88412"
14312,"34.162446,-118.314526"
15771,"33.838668,-118.354766"
9401,"34.155106,-118.3457"
9750,"34.226032,-119.038176"
8308,"34.229573,-118.998402"
16438,"33.103397,-117.268567"
14236,"34.397671,-119.519404"
12747,"34.257164,-118.578384"
16397,"33.984607,-117.71263"
9245,"32.646014,-116.966434"
15006,"34.121464,-117.706665"
9894,"36.835962,-119.68505"
9391,"33.647717,-117.576452"
17671,"33.891309,-117.519954"
11275,"33.996832,-118.394214"
14022,"32.938704,-117.231722"
8246,"34.021796,-117.809502"
8309,"32.801095,-117.003886"
16439,"33.051325,-117.261213"
20134,"33.052298,-117.266458"
9751,"33.102899,-117.073522"
14392,"33.148571,-117.106348"
14395,"34.110657,-117.48866"
11330,"33.165924,-117.247734"
14108,"36.73573,-119.69799"
11234,"33.790382,-118.028435"
17674,"34.153507232666,-118.243850708008"
13698,"34.136234,-117.86082"
9336,"34.442303,-119.830864"
9651,"34.271866,-118.49975"
16839,"35.120938,-120.608242"
9397,"33.995388,-117.968124"
8821,"33.864937,-118.394035"
9407,"33.72984,-118.025505"
13254,"34.154008,-118.794545"
15042,"33.658243,-117.972817"
16640,"33.960257,-118.349168"
13124,"34.230013,-118.248845"
14772,"33.918419,-117.969029"
8884,"32.842066,-117.273017"
8953,"32.765038,-117.02442"
8027,"32.782484,-117.032756"
10076,"32.74634,-116.962906"
13868,"33.71522,-116.298188"
11266,"33.564689,-117.630891"
12326,"37.55219,-122.31384"
15142,"33.877483,-117.75262"
9622,"33.522875,-117.714189"
13696,"34.661522,-118.20234"
17725,"34.649116,-120.459039"
19442,"33.769293,-118.184991"
12745,"33.841027,-118.182765"
9398,"34.026617,-118.427083"
16222,"34.084362,-118.326967"
8885,"34.069621,-118.290523"
11845,"34.097044,-118.288006"
16595,"34.151142,-118.002463"
14787,"37.729511,-121.931381"
11672,"33.554301,-117.138535"
16632,"33.606962,-117.827616"
12077,"33.625955,-117.850184"
14711,"35.03637,-120.485825"
17642,"37.330448,-119.658624"
13939,"33.240831,-117.294618"
15135,"33.833122,-117.837669"
14126,"34.22188,-119.16142"
20223,"34.039577,-118.55437"
11633,"34.602873,-118.184338"
113922,"33.9162902832031,-117.326194763184"
16093,"34.17008,-118.11283"
9654,"34.135937,-118.15315"
52075,"34.146098,-118.101906"
7952,"35.623614,-120.660314"
8823,"34.133397,-117.614715"
11636,"33.785590623026,-116.406058"
11262,"33.63708,-117.590281"
14045,"33.95502,-117.389368"
13979,"33.976455,-117.557385"
14510,"33.775111,-118.375743"
15263,"38.568147,-121.467067"
15133,"32.751393,-117.217161"
12826,"32.957901,-117.125227"
14735,"32.935701,-117.098277"
11256,"32.801867,-117.238482"
9748,"32.807363,-117.116356"
14339,"32.830204,-117.20501"
15044,"32.915264,-117.144936"
16965,"32.951325,-117.246653"
14476,"32.75341,-117.129541"
87271,"32.749785,-117.168731"
14009,"33.570457,-117.714251"
12215,"35.250289,-120.642579"
14234,"33.132374,-117.206007"
14128,"33.721737,-118.30995"
11514,"34.422876,-118.563928"
1005710,"34.4267272949219,-118.425834655762"
14641,"34.026745,-118.489943"
9581,"34.017371,-118.489905"
13699,"32.837476,-116.988013"
8047,"34.427849,-118.534978"
8079,"34.273063,-118.678013"
11855,"33.589456,-117.70076"
12203,"34.270495,-118.785342"
15743,"34.279913,-118.762684"
18419,"34.286504462066,-118.71602177239"
8959,"34.11178,-118.150566"
17690,"34.144375,-118.395744"
12746,"34.168978,-118.534406"
13305,"34.210338,-118.840728"
12207,"33.804343,-118.328051"
17596,"34.107806,-117.653033"
13109,"34.39089,-118.572648"
17990,"33.587848,-117.721478"
13107,"34.271743,-119.259196"
9478,"34.471808,-117.29003"
9811,"34.158234,-118.63571"
69990,"34.41909,-119.704505"
12354,"33.620244,-117.923277"
7556,"37.523066,-120.881379"
1005809,"32.7542953491211,-117.223266601563"
11580,"37.335277,-121.89287"
16637,"36.312354,-119.347268"
15251,"33.70553,-117.786989"
15257,"33.575626,-117.702835"
15078,"37.491184,-121.929821"
18406,"34.151988,-118.336359"
11791,"34.1505,-118.340065"
14558,"33.742191,-116.303919"
14938,"34.168988,-118.112554"
14002,"33.570827,-117.233356"
14394,"33.679595,-116.295294"
15444,"34.022193,-118.39623"
8720,"33.991421,-118.446552"
8642,"34.048203,-117.305349"
91348,"37.4191398620605,-122.124885559082"
11729,"33.966892,-118.048117"
16067,"37.339571,-121.938608"
13317,"33.979666,-118.465363"
11243,"33.984481,-118.100127"
113998,"38.2384605407715,-122.635673522949"
9482,"38.575326,-121.382594"
14482,"38.643863,-121.382871"
16163,"38.613534,-121.382364"
17414,"38.65657,-121.38307"
16288,"37.779587,-122.275667"
15582,"37.252064,-121.879298"
18271,"35.353609,-118.914595"
8160,"33.864157,-117.740612"
15808,"35.126643741132,-120.59548445288"
9028,"34.188858,-118.642647"
14828,"34.088283,-118.379078"
14858,"34.084156,-118.385525"
12830,"38.677455,-121.800848"
11710,"34.039601,-118.429978"
16548,"38.752346,-121.309858"
8827,"33.956135,-118.395906"
18516,"33.759676,-117.852846"
